t,x,y,z,qw,qx,qy,qz
0,1.141075794621027,-0.23383863080684597,0.8,0.6992858133835268,-0.10489220837394102,0.6992813891596068,0.10489287200752899
1,1.1378017937328213,-0.23103088534008503,0.8039840417702172,0.70216718313122,-0.10415980942371683,0.6969582801516456,0.10178966923240865
2,1.1345218306579656,-0.22821772498356835,0.8079628207524329,0.7050317953762747,-0.10342492465768814,0.6946185379536136,0.09868403720583413
3,1.1312359762861024,-0.22539912901828277,0.8119362787934588,0.707879581753566,-0.10268757161417584,0.6922622184044008,0.09557605004496449
4,1.1279443020692639,-0.2225750772441039,0.8159043582480492,0.710710474299525,-0.10194776789040735,0.6898893777385222,0.09246578192316528
5,1.1246468800150498,-0.21974554998172474,0.8198670019844037,0.713524405453761,-0.10120553114209656,0.6875000725847761,0.08935330706823791
6,1.1213437826797554,-0.2169105280745339,0.8238241533896216,0.7163213080606732,-0.10046087908302224,0.6850943599648921,0.08623869976064831
7,1.1180350831614438,-0.21406999289044457,0.8277757563751051,0.7191011153710548,-0.09971382948460589,0.6826722972921709,0.08312203433175441
8,1.1147208550929681,-0.21122392632367315,0.8317217553819153,0.7218637610436848,-0.09896440017548692,0.6802339423701141,0.08000338516203205
9,1.111401172634943,-0.20837231079646756,0.8356620953860743,0.7246091791469109,-0.09821260904109777,0.6777793533910437,0.07688282667929969
10,1.108076110468665,-0.20551512926078516,0.8395967219038185,0.7273373041602248,-0.0974584740232366,0.6753085889347142,0.0737604333569424
11,1.1047457437889823,-0.20265236519992044,0.8435255809968,0.7300480709758241,-0.09670201311963934,0.6728217079669147,0.07063627971213446
12,1.1014101482971186,-0.19978400263008148,0.847448619277235,0.732741414900167,-0.09594324438355016,0.6703187698380609,0.06751044030406086
13,1.0980694001934441,-0.19691002610191588,0.8513657839130006,0.7354172716555158,-0.09518218592329059,0.6677998342817799,0.06438298973213814
14,1.094723576170204,-0.19403042070198548,0.855277022632678,0.7380755773814714,-0.09441885590182726,0.6652649614134828,0.06125400263423383
15,1.0913727534041957,-0.19114517205419018,0.859182283730543,0.740716268636497,-0.09365327253633858,0.6627142117289317,0.05812355368488529
16,1.0880170095494015,-0.1882542663211401,0.8630815160715007,0.7433392823994319,-0.09288545409777993,0.6601476461027954,0.054991717593517515
17,1.0846564227295759,-0.18535769020547674,0.8669746690959684,0.7459445560709966,-0.09211541891044761,0.6575653257871961,0.051858569102660255
18,1.0812910715307882,-0.18245543095114206,0.8708616928247005,0.7485320274752854,-0.09134318535154158,0.6549673124102481,0.04872418298616426
19,1.0779210349939203,-0.1795474763445965,0.8747425378635609,0.7511016348612508,-0.09056877185072663,0.652353667974587,0.04558863404741654
20,1.074546392607121,-0.17663381471598472,0.8786171554082376,0.7536533169041781,-0.089792196889693,0.6497244548558907,0.04245199711755549
21,1.0711672242982186,-0.17371443494024963,0.8824854972489011,0.7561870127071472,-0.08901347900171483,0.6470797358013884,0.039314347053684764
22,1.0677836104270908,-0.1707893264381944,0.8863475157748083,0.7587026618024874,-0.08823263677120813,0.644419573928366,0.03617575873708691
23,1.0643956317779928,-0.16785847917749236,0.8902031639788451,0.7612002041532198,-0.08744968883328731,0.6417440327226576,0.033036307071436184
24,1.0610033695518466,-0.16492188367364485,0.8940523954620158,0.7636795801544902,-0.08666465387332026,0.6390531760371322,0.02989606698101117
25,1.0576069053584884,-0.1619795309908864,0.897895164437871,0.7661407306349919,-0.08587755062648243,0.6363470680901683,0.026755113408906333
26,1.054206321208879,-0.15903141274303778,0.9017314257368793,0.7685835968583772,-0.0850883978773099,0.6336257734641217,0.02361352131524381
27,1.0508016995072746,-0.15607752109430673,0.905561134810739,0.7710081205246598,-0.08429721445925081,0.6308893571037851,0.020471365675384226
28,1.0473931230433595,-0.1531178487600357,0.9093842477366304,0.773414243771606,-0.08350401925421616,0.628137884314837,0.01732872147813753
29,1.0439806749843448,-0.15015238900739752,0.9132007212214088,0.7758019091761152,-0.08270883119212892,0.6253714207622834,0.014185663723973245
30,1.040564438867027,-0.14718113565603796,0.9170105126057381,0.7781710597555911,-0.08191166925047254,0.6225900324688916,0.011042267423230591
31,1.0385433592159332,-0.1431821581260544,0.9211458089512106,0.7804299268469328,-0.08296873910385763,0.619640111530702,0.00956293863968996
32,1.0365181013818192,-0.13918139688195702,0.9252794256407948,0.7826754405290525,-0.0840243893352014,0.6166795883491913,0.008083446231166962
33,1.0344886793755206,-0.13517885480169134,0.929411325243938,0.7849075623804826,-0.0850786018819859,0.6137085135798717,0.006603815512256648
34,1.0324551074928723,-0.13117453488508513,0.9335414704476063,0.7871262542088944,-0.0861313587062925,0.6107269380587956,0.005124071799920642
35,1.0304174003137307,-0.12716844025364327,0.9376698240588386,0.7893314780517507,-0.08718264179511039,0.6077349128016883,0.003644240413053858
36,1.0283755727009767,-0.12316057415033357,0.9417963490072924,0.7915231961769565,-0.08823243316064486,0.604732489003072,0.0021643466720514025
37,1.0263296397994977,-0.11915093993936551,0.9459210083477808,0.7937013710835036,-0.08928071484062514,0.601719718035392,0.0006844158983752769
38,1.0242796170351507,-0.11513954110595936,0.9500437652628009,0.7958659655021124,-0.09032746889861158,0.598696651448137,-0.0007955265858788938
39,1.0222255201137076,-0.11112638125610812,0.9541645830650534,0.7980169423958704,-0.0913726774243027,0.5956633409669568,-0.0022754554584151067
40,1.0201673650197791,-0.10711146411633035,0.9582834251999541,0.8001542649608654,-0.09241632253384156,0.5926198384927781,-0.003755345397170273
41,1.0181051680157218,-0.10309479353341541,0.9624002552481357,0.8022778966268144,-0.09345838637012174,0.5895661961009151,-0.005235171080747432
42,1.017116606823387,-0.09893498652223423,0.9667102490702281,0.8040279484107686,-0.09549359211868859,0.586846766604071,-0.005559187439434252
43,1.0161242013054657,-0.09477287812628701,0.9710210767429633,0.805766176941973,-0.09752739363139788,0.5841187075096355,-0.005883122050119251
44,1.0151279406448992,-0.09060847487201837,0.9753327056762149,0.8074925566597293,-0.09955976100114333,0.5813820589337911,-0.006206970149335239
45,1.0141278142513865,-0.08644178342085643,0.9796451032327259,0.8092070621775779,-0.10159066434190771,0.5786368611190296,-0.006530726974887103
46,1.0131238117620094,-0.08227281056882071,0.983958236730029,0.8109096682836678,-0.10362007378920243,0.5758831544335589,-0.006854387765922004
47,1.0121159230418406,-0.07810156324612245,0.9882720734423692,0.812600349941131,-0.10564795950050662,0.5731209793707106,-0.007177947762999225
48,1.0111041381845414,-0.07392804851675709,0.992586580602628,0.8142790822884474,-0.10767429165570597,0.5703503765483435,-0.0075014022081602355
49,1.0100884475129424,-0.06975227357808868,0.996901725404252,0.8159458406398125,-0.10969904045753133,0.5675713867082476,-0.007824746344998704
50,1.0114291807668154,-0.06601180448099771,1.0016822063984219,0.8164973481517142,-0.11338573199211599,0.5660763063128509,-0.005776822052818189
51,1.0127667625718133,-0.06226152673152266,1.0064644388286608,0.8170322602616874,-0.11707011894873771,0.5645697203518246,-0.003728780346069163
52,1.0141011114442904,-0.05850145921515845,1.0112483793079272,0.8175505660975824,-0.12075212644181044,0.5630516594467008,-0.0016806628514333798
53,1.0154321461634384,-0.05473162161330858,1.0160339843103146,0.8180522551247735,-0.12443167963411102,0.5615221544522406,0.000367488802866947
54,1.0167597857778892,-0.05095203440168494,1.020821210174591,0.8185373171463745,-0.12810870373830024,0.5599812364558082,0.0024156329879154066
55,1.0180839496122978,-0.047162718848642995,1.0256100131077484,0.8190057423034438,-0.13178312401844286,0.5584289367767377,0.00446372807494723
56,1.0194045572738997,-0.043363697013452926,1.0304003491885623,0.8194575210751867,-0.13545486579152677,0.5568652869656976,0.006511732436195704
57,1.0207215286590476,-0.03955499174450593,1.035192174371164,0.8198926442791481,-0.1391238544289807,0.5552903188040492,0.008559604445738134
58,1.0220347839597237,-0.035736626677457,1.0399854444886207,0.8203111030713991,-0.14279001535819116,0.5537040643032002,0.010607302480341816
59,1.0233442436700277,-0.031908626233302956,1.044780115256526,0.8207128889467169,-0.1464532740640183,0.5521065557039547,0.012654784920310138
60,1.0246498285926415,-0.0280710156163973,1.0495761422766003,0.8210979937387577,-0.15011355609031019,0.5504978254758577,0.014702010150328506
61,1.0273068519073283,-0.03141793385342309,1.0527013251879016,0.8186453173711269,-0.1500821859125191,0.5540892009055084,0.01674333473183094
62,1.0299597424260538,-0.03476281316387715,1.0558209878078948,0.8161737453687633,-0.15004735159940005,0.5576677870759675,0.018784272850563027
63,1.0326084447746087,-0.03810565515195351,1.0589351714326978,0.813683334779476,-0.15000905395498457,0.5612335013877803,0.02082477739842995
64,1.035252903965459,-0.0414464616099437,1.0620439178642807,0.8111741430858985,-0.14996729386324295,0.5647862615385943,0.022864801277344464
