t,x,y,z,qw,qx,qy,qz
0,1.05,-0.2,0.9,0.5000031633974484,-0.4999968366025516,0.49999999998999284,0.49999999998999284
1,1.0452381095809222,-0.19928506222612843,0.9009628349963562,0.49821859421163617,-0.49929002529616834,0.49908438751286915,0.5033909784277394
2,1.0404729428965471,-0.19856224133583078,0.9019203630227394,0.4964260428911628,-0.498575214689351,0.49816077902990624,0.5067738918622448
3,1.0357044312486035,-0.19783153808690102,0.9028726259745454,0.4946255381551208,-0.4978524162343306,0.49722918933855903,0.5101486860946673
4,1.0309325061531835,-0.1970929537422754,0.9038196660845824,0.4928171088500272,-0.4971216415113145,0.4962896333641527,0.5135153070562465
5,1.026157099345131,-0.1963464900699512,0.904761525920366,0.4910007839493622,-0.49638290222830067,0.4953421261596426,0.5168737008091685
6,1.0213781427824151,-0.1955921493428737,0.9056982483813896,0.48917659255310275,-0.49563621022088994,0.4943866829053737,0.5202238135474299
7,1.0165955686504915,-0.19482993433879014,0.9066298766963764,0.48734456388725866,-0.4948815774520965,0.49342331890883695,0.5235655915977009
8,1.0118093093666485,-0.1940598483400723,0.9075564544205087,0.48550472730340294,-0.4941190160121564,0.4924520496044248,0.5268989814201844
9,1.0070192975843384,-0.19328189513350538,0.9084780254326367,0.4836571122782023,-0.4933485381183337,0.4914728905531827,0.5302239296094741
10,1.0022254661974923,-0.192496079010046,0.9093946339324661,0.4818017484129444,-0.49257015611472477,0.49048585744256135,0.5335403828954103
11,0.997427748344821,-0.19170240476454695,0.9103063244377264,0.4799386654330636,-0.4917838824720601,0.4894909660861635,0.5368482881439327
12,0.9926260774141009,-0.19090087769544972,0.9112131417813172,0.4780678931876654,-0.4909897297875056,0.4884882324234927,0.5401475923579324
13,0.987820387046441,-0.19009150360444535,0.9121151311084355,0.47618946164904713,-0.4901877107844594,0.4874776725196958,0.5434382426781006
14,0.9830106111405376,-0.18927428879610225,0.9130123378736823,0.4743034009122188,-0.4893778383123491,0.4864593025653074,0.5467201863837753
15,0.978196683856908,-0.1884492400774625,0.9139048078381498,0.47240974119442014,-0.48856012534642523,0.48543313887598927,0.549993370893787
16,0.9733785396221123,-0.1876163647576053,0.9147925870664889,0.47050851283463735,-0.4877345849875539,0.4843991978922695,0.5532577437672993
17,0.9685561131329539,-0.18677567064717876,0.915675721923957,0.4685997462931156,-0.4869012304620062,0.4833574961792787,0.5565132527046509
18,0.9637293393606651,-0.18592716605789944,0.9165542590734462,0.46668347215087297,-0.4860600751212471,0.4823080504264852,0.5597598455481925
19,0.9588981535550749,-0.18507085980201937,0.9174282454724944,0.4647597211092084,-0.485211132441721,0.4812508774474268,0.5629974702831222
20,0.9540624912487574,-0.18420676119176166,0.9182977283702738,0.4628285239892117,-0.48435441602463614,0.48018599417944247,0.5662260750383205
21,0.9492222882611648,-0.18333488003872353,0.9191627553045651,0.4608899117312686,-0.4834899395957464,0.47911341768340004,0.5694456080871789
22,0.9443774807027386,-0.1824552266532476,0.9200233740987096,0.458943915394565,-0.48261771700513134,0.4780331651434235,0.5726560178484303
23,0.9395280049790057,-0.18156781184376108,0.9208796328585447,0.45699056615659034,-0.48173776222697484,0.47694525386661707,0.5758572528869753
24,0.9346737977946522,-0.18067264691608326,0.9217315799693219,0.4550298953126371,-0.48085008935934065,0.4758497012827886,0.5790492619147057
25,0.9298147961575813,-0.17976974367270077,0.9225792640926046,0.45306193427529984,-0.4799547126239469,0.47474652494416997,0.5822319937913263
26,0.924950937382949,-0.17885911441201136,0.923422734163151,0.45108671457397176,-0.47905164636593783,0.47363574252513574,0.5854053975251747
27,0.9200821590971819,-0.1779407719275358,0.9242620393857771,0.44910426785433993,-0.47814090505365453,0.4725173718219202,0.5885694222740376
28,0.915208399241974,-0.17701472950709768,0.9250972292322038,0.44711462587787776,-0.4772225032784027,0.47139143075233236,0.5917240173459664
29,0.9103295960782636,-0.17608100093197243,0.9259283534378868,0.44511782052133647,-0.4762964557542188,0.47025793735546845,0.5948691322000876
30,0.9054456881901909,-0.17513960047600358,0.9267554619988286,0.44311388377623423,-0.47536277731763465,0.4691169097914234,0.5980047164474143
31,0.9005566144890325,-0.17419054290468838,0.927578605168375,0.44110284774834385,-0.47442148292743963,0.46796836634099953,0.6011307198516528
32,0.8956623142171172,-0.17323384347423137,0.9283978334539946,0.4390847446571783,-0.4734725876644413,0.4668123254054142,0.6042470923300072
33,0.8907627269517191,-0.1722695179305667,0.9292131976140416,0.43705960683547407,-0.47251610673122274,0.46564880550600385,0.6073537839539821
34,0.8858577926089303,-0.17129758250834917,0.9300247486545038,0.43502746672867376,-0.47155205545190043,0.4644778252839288,0.6104507449501825
35,0.8816929959122175,-0.17294534582378346,0.928642846119181,0.4384779404832807,-0.4731864391849495,0.46646405388093426,0.6051801185746053
36,0.8775128677630182,-0.17457108382163955,0.9272498205207006,0.44190811201392755,-0.47479891363550975,0.4684286844525506,0.5998814713998747
37,0.8733177050964203,-0.1761747192634977,0.9258454225482935,0.44531782249823304,-0.4763894041434568,0.4703716260332665,0.5945550487617569
38,0.8691078076319678,-0.17775617900442459,0.9244294049974014,0.44870691406119473,-0.47795783706655837,0.4722927886618061,0.5892010972820667
39,0.864883477818151,-0.17931539400651939,0.9230015228154616,0.4520752297824989,-0.47950413978388273,0.4741920833852929,0.5838198648572476
40,0.860645020776392,-0.1808522993517008,0.9215615331472898,0.45542261370378656,-0.481028240699162,0.47606942226336957,0.578411600646894
41,0.8563927442445348,-0.1823668342537294,0.9201091953800601,0.45874891083587405,-0.4825300692441072,0.4779247183722691,0.5729765550622151
42,0.852126958519851,-0.18385894206946582,0.9186442711878655,0.46205396716592945,-0.48400955588167494,0.47975788580883955,0.5675149797544401
43,0.8478479764015712,-0.18532857030936126,0.9171665245758585,0.4653376296646035,-0.4854666321092879,0.4815688396945216,0.5620271276031663
44,0.8435561131329539,-0.18677567064717876,0.915675721923957,0.4685997462931156,-0.4869012304620062,0.4833574961792787,0.5565132527046509
45,0.8392516863429004,-0.1882001989289434,0.9141716320301124,0.4718401660102931,-0.48831328451565115,0.4851237724454793,0.5509736103600452
46,0.8349350159871292,-0.18960211518111988,0.9126540261531295,0.4750587387795643,-0.48970272888988087,0.48686758671173125,0.545408457063574
47,0.8306064242889184,-0.19098138361801578,0.9111226780550297,0.4782553155759063,-0.4910694992512177,0.4885888582366689,0.53981805049066
48,0.8262662356794288,-0.19233797264840888,0.9095773640429512,0.4814297483927445,-0.4924135323160263,0.4902875073226911,0.5342026494859928
49,0.8219147767376179,-0.1936718548813986,0.9080178630105785,0.4845818902488056,-0.4937347658534448,0.49196345531965163,0.5285625140515434
50,0.8175523761297563,-0.19498300713147854,0.9064439564790918,0.48771159519492313,-0.49503313868826493,0.4936166246285003,0.522897905334526
51,0.8131793645485565,-0.19627141042283036,0.9048554286376298,0.49081871832079504,-0.4963085907037657,0.49524693870487696,0.517209085615307
52,0.8087960746519285,-0.1975370499928387,0.9032520663832598,0.49390311576169377,-0.4975610628444963,0.4968543220626544,0.5114963182952603
53,0.804402841001369,-0.1987799152948248,0.9016336593604444,0.4969646447051264,-0.4987904971190105,0.4984387002774345,0.5057598678845724
54,0.8,-0.2,0.9,0.5000031633974484,-0.4999968366025516,0.49999999998999284,0.49999999998999284
