t,x,y,z,qw,qx,qy,qz
0,1.05,0.24,0.8,0.5000031633974484,0.49999999998999284,0.49999999998999284,-0.4999968366025516
1,1.0451007651878808,0.24123610206636445,0.8033164593660921,0.4995974719539304,0.5027006486931452,0.4982598513556715,-0.4994312208380217
2,1.0401993529349882,0.24246691037296278,0.8066376254017767,0.49918638179646774,0.50539586514903,0.4965143184619041,-0.49886020815607796
3,1.0352957189726926,0.24369242526302695,0.8099634777609842,0.4987698973673533,0.5080856202327944,0.49476342017114183,-0.4982838047271564
4,1.0303898191283956,0.2449126473085934,0.8132939958950806,0.49834802316717064,0.5107698848786021,0.49300717540381445,-0.4977020167799456
5,1.02548160932744,0.2461275773104788,0.8166291590537571,0.4979207637547465,0.5134486300799477,0.49124560313812693,-0.4971148506013204
6,1.020571045595016,0.24733721629824473,0.8199689462859263,0.49748812374710005,0.516121826889969,0.4894787224098534,-0.4965223125362734
7,1.0156580840580607,0.2485415655301542,0.8233133364406282,0.4970501078193945,0.5187894464217606,0.48770655231213234,-0.49592440898784623
8,1.0107426809471538,0.24974062649311635,0.8266623081679443,0.4966067207048861,0.5214514598486859,0.4859291119952598,-0.4953211464170613
9,1.0058247925984125,0.25093440090262265,0.8300158399199201,0.49615796719487215,0.524107838404689,0.4841464206664819,-0.49471253134285015
10,1.000904375455375,0.25212289070267274,0.8333739099514973,0.4957038521386404,0.526758553384604,0.48235849758978877,-0.49409857034198545
11,0.9959813860708863,0.25330609806568993,0.8367364963214526,0.4952443804434159,0.5294035761444675,0.48056536208570466,-0.4934792700490076
12,0.9910557811089744,0.25448402539242815,0.8401035768933474,0.4947795570743086,0.5320428781018267,0.4787670335310807,-0.4928546371561547
13,0.9861275173467244,0.2556566753118672,0.8434751293364833,0.49430938705425875,0.534676430736048,0.4769635313588839,-0.4922246784132894
14,0.9811965516761462,0.25682405068110015,0.8468511311268684,0.4938338754639836,0.5373042055886261,0.47515487505798903,-0.4915894006278259
15,0.9762628411060381,0.25798615458520885,0.8502315595481903,0.49335302744192217,0.539926174263491,0.47334108417296616,-0.490948810664657
16,0.9713263427638452,0.25914299033713123,0.8536163916927982,0.49286684818417925,0.5425423084273151,0.47152217830387105,-0.4903029154460797
17,0.9663870138975119,0.26029456147751784,0.8570056044626932,0.4923753429444698,0.5451525798098197,0.46969817710603207,-0.4896517219517198
18,0.9614448118773308,0.26144087177457875,0.8603991745705262,0.49187851703406243,0.5477569602040793,0.4678691002898388,-0.4889952372184573
19,0.9564996941977847,0.2625819252239212,0.8637970785406051,0.4913763758217208,0.5503554214668271,0.4660349676205282,-0.48833346834034974
20,0.9515516184793835,0.26371772604837607,0.8671992927099089,0.49086892473364707,0.5529479355187602,0.4641957989179716,-0.487666422468556
21,0.9466005424704973,0.2648482786978159,0.8706057932291112,0.4903561692534223,0.5555344743448412,0.4623516140564606,-0.48699410681125893
22,0.9416464240491816,0.2659735878489624,0.8740165560636108,0.4898381149219476,0.5581150099946018,0.4605024329644915,-0.48631652863358704
23,0.9366892212249982,0.26709365840518445,0.8774315569945701,0.48931476733738405,0.5606895145824449,0.458648275624551,-0.48563369525753647
24,0.9317288921408303,0.2682084954962856,0.8808507716199626,0.4887861321550924,0.5632579602879463,0.4567891620728997,-0.48494561406189174
25,0.9267653950746924,0.2693181044782833,0.8842741753556274,0.4882522150875717,0.5658203193561538,0.45492511239935524,-0.4842522924821458
26,0.9217986884415321,0.27042249093317655,0.8877017434363317,0.48771302190439786,0.5683765640978892,0.4530561467470761,-0.48355373801042023
27,0.9168287307950295,0.27152166066870487,0.8911334509168417,0.4871685584321612,0.5709266668900461,0.45118228531234345,-0.48284995819538357
28,0.9118554808293874,0.27261561971809734,0.8945692726730005,0.48661883055440325,0.5734706001758886,0.4493035483443424,-0.48214096064216994
29,0.9068788973811168,0.273704374339812,0.8980091834028138,0.48606384421155346,0.5760083364653493,0.44741995614494406,-0.48142675301229754
30,0.9018989394308172,0.27478793101726473,0.9014531576275443,0.48550360540086523,0.5785398483353269,0.4455315290684862,-0.4807073430235851
31,0.896915566104948,0.2758662964585498,0.9049011696928123,0.48493812017635024,0.5810651084299814,0.44363828752155193,-0.47998273845006834
32,0.891928736677597,0.27693947759614923,0.9083531937697052,0.4843673946487141,0.5835840894610301,0.44174025196275074,-0.47925294712191663
33,0.8869384105722393,0.27800748158663346,0.9118092038558934,0.4837914349852896,0.5860967642080436,0.439837442902497,-0.47851797692534825
34,0.881944547363492,0.2790703158103522,0.9152691737767543,0.48321024740996993,0.5886031055187377,0.43792988090278767,-0.4777778358025448
35,0.8777887408636331,0.279442208752234,0.9199460078973432,0.483906528035217,0.5909543318226532,0.43558199516002993,-0.47631478595289367
