-1.7783097,-1.704554,2.0163374,-2.0266056,-2.6024826,0.9400144,-1.7971686
-2.2553813,-2.0091162,-0.9364851,1.961235,1.0994633,0.94126415,-2.259975
-2.3439324,-1.6200209,-0.7395997,2.0243547,-2.6261513,-1.3089472,0.8755213
-0.9860456,2.0943952,-1.7765236,1.9935281,-0.5933526,1.1881824,1.4299563
-2.9670596,-1.3109161,2.9670596,-2.0344105,0.25079829,-1.4853323,-0.15830556
2.420677,-1.3488873,-2.383866,-2.0937898,1.4845833,0.2831794,-2.8330262
-2.5562084,-0.96163833,-0.4557353,2.0792127,1.7418027,-0.25420707,1.4881407
-0.95193213,1.727662,1.1651943,-2.062559,0.7262645,-0.6900048,-2.3320386
0.80568385,1.0781379,2.5171092,2.0943952,1.8027273,-0.15173422,1.8758833
2.9670596,-1.0472364,0.24105062,2.0935576,-2.9224358,-1.4968846,-0.46399215
2.9670596,-0.9001882,-0.44519013,2.0943952,0.10046106,1.4638098,3.0543263
-2.3392808,-1.1791228,2.681661,-2.0943952,0.4290672,-1.3189045,0.16404165
-2.8908932,-0.87915343,0.10287004,2.0943952,-2.851875,-1.3425716,-0.21841611
2.9670596,-0.60690224,-0.13185716,2.0943952,-2.5387802,-1.1724522,-0.33352283
0.6226994,1.0261635,-0.40227956,-2.0943952,0.20992188,-1.1682467,0.20827939
1.357434,1.7871948,-1.0991714,-2.0943952,0.7975133,-0.7135477,0.7532956
-2.7630298,-0.9950492,-0.23580259,2.0943952,0.6142052,0.986971,2.9614835
0.9494116,1.159543,-0.75589967,-2.0943952,0.7380079,-0.96443856,0.23197305
0.886927,1.2185333,-0.7287993,-2.0943952,-2.4208455,0.6448737,3.0543263
0.6101796,0.97270715,-0.46593192,-2.0943952,0.96790606,-0.72212946,-0.46483865
2.3656626,-2.031156,-1.9580376,-2.0943952,-0.3153822,-1.5259742,-1.9558475
-1.8415246,-1.5551674,-1.1626583,2.0943952,1.4993092,-0.0055615935,2.8848228
-0.8099221,1.5083492,1.0763493,-2.0943952,-0.000583427,-1.52691,-1.445813
1.5186901,1.7599556,1.9324154,2.0943952,-0.11084981,0.5925439,-1.6292813
1.4854289,1.5573885,1.9008776,2.0943952,1.9319936,-0.26478082,2.383437
1.2201875,1.1025273,2.1136975,2.0943952,0.831976,0.67720157,3.0543263
-1.6994245,-1.8936063,-1.4743164,2.0943952,-0.11262762,0.6260371,-1.6118569
-1.866705,-1.485554,2.1141036,-2.0943952,0.3931607,-0.61556077,0.6609177
-1.8087107,-1.3108343,-1.1144197,2.0943952,-2.0627577,-0.49150226,-0.0912579
-2.1434503,-1.0005637,-0.7311452,2.0943952,0.78812236,0.84458,3.0543263
1.4291995,1.563326,-1.1567274,-2.0943952,-2.8139377,0.58423615,-2.2788525
-0.33853945,0.9112962,0.7574187,-2.0943952,0.65367997,-1.4830186,-1.0755866
1.4687184,1.8201659,1.7814729,2.0943952,1.3392078,0.18216833,-3.025163
-1.8132826,-2.0943952,1.6784782,-2.0943952,2.0778928,0.40696704,-0.6139423
-0.3226025,0.7264927,-2.5708048,2.0943952,-2.2094707,-1.2629783,-1.021386
2.7381506,-1.4727248,1.2287922,2.0943952,-2.9670596,-1.8957874,-1.8529862
1.2811755,1.3007443,2.0108962,2.0943952,2.9616272,-0.35624275,1.0358807
-0.04676098,0.6784403,0.46487436,-2.0943952,0.5297604,-1.3100004,-0.78056586
-2.1407967,-0.53747195,2.5666785,-2.0943952,-2.22782,0.9505217,2.6104069
-0.6326814,1.8081197,-1.7121602,2.0943952,0.23457211,1.7922771,1.1395164
1.5578825,1.5870202,-1.3915509,-2.0943952,0.06842551,-0.3627258,0.92695564
-1.5856327,-1.5639284,-1.4164973,2.0943952,-2.687927,-0.27175274,0.6342872
1.2622792,2.0943952,1.3705419,2.0943952,-0.50981444,0.81060225,-1.1896304
1.2618284,2.0943952,1.1647995,2.0943952,1.0726935,-0.2688768,-2.6829286
1.6036459,1.0763032,1.8475171,2.0943952,2.9670596,-0.3173653,0.5384002
0.26120123,0.48998442,0.2211108,-2.0943952,1.0209622,-1.2300568,-1.0336783
